Date,Days,Model,SN-544,SN-554,SN-509,UA_SWE
9/30/2003,1,3.3854496,0,0,0,0
10/1/2003,2,3.0710783,0,0,0,0
10/2/2003,3,2.8740978,0,0,0,0
10/3/2003,4,2.634373,0,0,0,0
10/4/2003,5,2.4882727,0,0,0,0
10/5/2003,6,2.347584,0,0,0,0
10/6/2003,7,2.2297258,0,0,0,0
10/7/2003,8,2.1056376,0,0,0,0
10/8/2003,9,2.0285785,0,0,0,0
10/9/2003,10,1.9103379,0,0,0,0
10/10/2003,11,1.7926381,0,0,0,0
10/11/2003,12,1.7488209,0,0,0,0
10/12/2003,13,1.7374701,0,0,0,0
10/13/2003,14,1.7173976,0,0,0,0
10/14/2003,15,1.6992768,0,0,0,0
10/15/2003,16,1.6866479,0,0,0,0
10/16/2003,17,1.6704416,0,0,0,0
10/17/2003,18,1.626386,0,0,0,0
10/18/2003,19,1.5843064,0,0,0,0
10/19/2003,20,1.5258679,0,0,0,0
10/20/2003,21,1.4709556,0,0,0,0
10/21/2003,22,1.4182036,0,0,0,0
10/22/2003,23,1.3476908,0,0,0,0
10/23/2003,24,1.2608755,0,0,0,0
10/24/2003,25,1.2181431,0,0,0,0
10/25/2003,26,1.2049117,0,0,0,0
10/26/2003,27,1.2002032,0,0,0,0
10/27/2003,28,1.1922545,0,0,0,0
10/28/2003,29,1.1825703,0,0,0,0
10/29/2003,30,1.1723506,0,0,0,0
10/30/2003,31,1.7298768,0,0,2.54,1
10/31/2003,32,19.812836,22.86,15.24,15.24,14.27272701
11/1/2003,33,25.094967,30.48,17.78,20.32,18.13636398
11/2/2003,34,27.906664,30.48,17.78,20.32,18.22727203
11/3/2003,35,28.668276,30.48,17.78,20.32,18.13636398
11/4/2003,36,29.536583,33.02,22.86,22.86,21.5
11/5/2003,37,30.720457,35.56,22.86,25.4,22.86363602
11/6/2003,38,31.775276,35.56,22.86,25.4,22.95454597
11/7/2003,39,32.084763,35.56,22.86,25.4,23
11/8/2003,40,32.142544,38.1,25.4,25.4,25.22727203
11/9/2003,41,32.329475,40.64,25.4,25.4,26.45454597
11/10/2003,42,33.264114,53.34,35.56,33.02,34.68181992
11/11/2003,43,41.55896,58.42,40.64,33.02,38.22727203
11/12/2003,44,42.94183,68.58,43.18,38.1,44.45454407
11/13/2003,45,45.753498,68.58,43.18,38.1,44.59090805
11/14/2003,46,46.443386,76.2,48.26,38.1,48.59090805
11/15/2003,47,47.070747,76.2,48.26,38.1,48.90909195
11/16/2003,48,47.16347,81.28,50.8,38.1,51.09090805
11/17/2003,49,54.418163,93.98,58.42,45.72,59.90909195
11/18/2003,50,66.735916,116.84,73.66,50.8,73.90908813
11/19/2003,51,67.05843,116.84,73.66,50.8,73.36363983
11/20/2003,52,67.02478,119.38,71.12,53.34,73.40908813
11/21/2003,53,66.94431,119.38,71.12,53.34,73.63636017
11/22/2003,54,66.97901,119.38,68.58,53.34,73.09091187
11/23/2003,55,66.976746,121.92,68.58,53.34,73.8181839
11/24/2003,56,66.975685,121.92,68.58,53.34,73.90908813
11/25/2003,57,67.15984,124.46,73.66,55.88,77.59091187
11/26/2003,58,67.61718,124.46,73.66,58.42,78.5
11/27/2003,59,71.47691,137.16,81.28,66.04,87.22727203
11/28/2003,60,73.024345,137.16,81.28,66.04,87.3181839
11/29/2003,61,73.70245,139.7,81.28,66.04,89.3181839
11/30/2003,62,76.48373,144.78,88.9,68.58,95.22727203
12/1/2003,63,77.77187,152.4,91.44,68.58,96.09091187
12/2/2003,64,77.70105,152.4,91.44,68.58,95.95454407
12/3/2003,65,77.6727,152.4,91.44,68.58,96.13636017
12/4/2003,66,77.63558,152.4,91.44,68.58,96.13636017
12/5/2003,67,77.606514,152.4,91.44,68.58,96.13636017
12/6/2003,68,77.5917,154.94,93.98,71.12,97.86363983
12/7/2003,69,77.64632,157.48,93.98,71.12,98.63636017
12/8/2003,70,77.586586,167.64,101.6,73.66,104.272728
12/9/2003,71,80.89793,167.64,101.6,73.66,104.6363602
12/10/2003,72,80.89577,170.18,101.6,73.66,105.272728
12/11/2003,73,81.40088,172.72,104.14,76.2,107.5454559
12/12/2003,74,84.94118,175.26,104.14,76.2,108.4545441
12/13/2003,75,85.57849,177.8,106.68,76.2,109.8636398
12/14/2003,76,92.39429,193.04,116.84,83.82,120.5
12/15/2003,77,99.7999,195.58,116.84,83.82,121.4545441
12/16/2003,78,100.42856,195.58,116.84,83.82,121.5
12/17/2003,79,100.44134,195.58,116.84,83.82,121.5909119
12/18/2003,80,100.433205,198.12,116.84,83.82,121.9545441
12/19/2003,81,100.42131,198.12,116.84,83.82,122.1818161
12/20/2003,82,100.395355,198.12,116.84,83.82,121.6818161
12/21/2003,83,100.79955,198.12,121.92,86.36,124.3636398
12/22/2003,84,106.82636,203.2,121.92,88.9,126.8636398
12/23/2003,85,109.0882,203.2,121.92,88.9,126.727272
12/24/2003,86,109.07936,205.74,124.46,91.44,129.6363678
12/25/2003,87,113.245865,215.9,139.7,101.6,139.4545441
12/26/2003,88,132.99043,228.6,147.32,106.68,147.1818237
12/27/2003,89,148.88635,241.3,157.48,116.84,156.5909119
12/28/2003,90,150.12776,243.84,160.02,116.84,158.2272797
12/29/2003,91,154.48627,251.46,165.1,119.38,162.8181763
12/30/2003,92,166.63626,266.7,177.8,129.54,172.5
12/31/2003,93,172.81665,271.78,180.34,129.54,175.6363678
1/1/2004,94,178.81331,292.1,193.04,139.7,186.4090881
1/2/2004,95,184.90921,320.04,210.82,147.32,203.7727203
1/3/2004,96,188.66313,320.04,210.82,147.32,204.1363678
1/4/2004,97,189.20465,320.04,210.82,149.86,205.7272797
1/5/2004,98,191.77545,330.2,218.44,157.48,211.8636322
1/6/2004,99,192.89677,330.2,218.44,157.48,212.8181763
1/7/2004,100,194.24756,337.82,228.6,162.56,218.6818237
1/8/2004,101,198.97995,347.98,231.14,167.64,224.4090881
1/9/2004,102,199.90947,347.98,231.14,167.64,224.8181763
1/10/2004,103,200.07135,347.98,231.14,167.64,224.4090881
1/11/2004,104,199.99638,347.98,231.14,167.64,224.4545441
1/12/2004,105,199.93808,347.98,231.14,167.64,224.6363678
1/13/2004,106,199.8905,347.98,231.14,167.64,224.6818237
1/14/2004,107,199.84523,347.98,231.14,167.64,224.6818237
1/15/2004,108,199.78696,347.98,231.14,167.64,224.7272797
1/16/2004,109,199.72267,347.98,231.14,167.64,224.2272797
1/17/2004,110,199.65881,347.98,228.6,167.64,223.1818237
1/18/2004,111,199.62035,347.98,228.6,167.64,223.3636322
1/19/2004,112,199.58339,347.98,228.6,167.64,223.6818237
1/20/2004,113,199.5401,347.98,226.06,167.64,222.5
1/21/2004,114,199.5147,347.98,226.06,167.64,222.7727203
1/22/2004,115,199.49117,347.98,226.06,167.64,222.7727203
1/23/2004,116,199.46092,347.98,226.06,170.18,222.4090881
1/24/2004,117,199.41885,347.98,226.06,170.18,222.0909119
1/25/2004,118,199.43971,350.52,228.6,172.72,224.0454559
1/26/2004,119,200.47469,355.6,233.68,177.8,229
1/27/2004,120,201.52205,358.14,233.68,177.8,230.2727203
1/28/2004,121,202.85234,363.22,241.3,185.42,235.7727203
1/29/2004,122,204.38264,368.3,243.84,185.42,240.3181763
1/30/2004,123,206.02357,373.38,246.38,187.96,244.5454559
1/31/2004,124,206.95724,378.46,246.38,187.96,245
2/1/2004,125,208.1925,378.46,246.38,187.96,244.5454559
2/2/2004,126,208.68005,383.54,246.38,190.5,247.0909119
2/3/2004,127,211.82509,388.62,248.92,193.04,251.8636322
2/4/2004,128,214.68399,393.7,254,195.58,255.2727203
2/5/2004,129,216.93484,393.7,254,195.58,255.0909119
2/6/2004,130,219.17603,393.7,256.54,195.58,255.9545441
2/7/2004,131,219.08595,396.24,256.54,195.58,256.2272644
2/8/2004,132,226.19559,406.4,266.7,203.2,265.0454407
2/9/2004,133,228.47382,406.4,266.7,205.74,266.1363525
2/10/2004,134,231.44739,408.94,266.7,205.74,267.0909119
2/11/2004,135,231.41916,408.94,269.24,205.74,267.0454407
2/12/2004,136,231.37468,408.94,269.24,205.74,267.2272644
2/13/2004,137,231.35443,414.02,269.24,205.74,267.9090881
2/14/2004,138,231.30765,414.02,269.24,205.74,268.2727356
2/15/2004,139,231.22968,414.02,274.32,208.28,270.4090881
2/16/2004,140,231.15096,414.02,276.86,208.28,271.7727356
2/17/2004,141,233.185,419.1,281.94,213.36,275.5454407
2/18/2004,142,237.49712,424.18,284.48,213.36,277.1818237
2/19/2004,143,238.9477,431.8,287.02,213.36,276.7727356
2/20/2004,144,241.23055,431.8,287.02,213.36,276.9090881
2/21/2004,145,240.986,431.8,287.02,213.36,277.3181763
2/22/2004,146,241.5386,431.8,287.02,213.36,277.6363525
2/23/2004,147,241.79965,434.34,289.56,215.9,279.9545593
2/24/2004,148,241.6132,434.34,289.56,215.9,280.2272644
2/25/2004,149,241.36617,439.42,294.64,215.9,283.9090881
2/26/2004,150,242.62914,439.42,294.64,215.9,284.6363525
2/27/2004,151,264.86887,467.36,312.42,233.68,303.5454407
2/28/2004,152,266.60828,474.98,314.96,236.22,307.2727356
2/29/2004,153,276.86182,487.68,317.5,238.76,312.6818237
3/1/2004,154,280.56995,490.22,320.04,238.76,314.9090881
3/2/2004,155,280.22675,490.22,320.04,238.76,314.9090881
3/3/2004,156,280.40994,497.84,320.04,238.76,316
3/4/2004,157,280.2857,497.84,322.58,238.76,317.7272644
3/5/2004,158,280.25806,497.84,322.58,238.76,318.6363525
3/6/2004,159,280.5753,505.46,325.12,241.3,322.4545593
3/7/2004,160,283.85483,518.16,335.28,243.84,330.5
3/8/2004,161,284.15973,523.24,335.28,243.84,331.8181763
3/9/2004,162,282.81384,523.24,335.28,246.38,331.4545593
3/10/2004,163,280.23996,523.24,335.28,246.38,329.8181763
3/11/2004,164,277.69763,523.24,335.28,246.38,329.7272644
3/12/2004,165,276.5082,523.24,335.28,243.84,329.4090881
3/13/2004,166,275.17694,523.24,335.28,243.84,328.4090881
3/14/2004,167,273.77103,523.24,335.28,241.3,327.9090881
3/15/2004,168,273.01102,525.78,335.28,241.3,328.1818237
3/16/2004,169,270.9576,528.32,335.28,241.3,328.3636475
3/17/2004,170,268.85962,530.86,335.28,241.3,327.7272644
3/18/2004,171,265.6952,530.86,335.28,238.76,326.8181763
3/19/2004,172,263.13925,533.4,335.28,236.22,325.5909119
3/20/2004,173,259.01,533.4,335.28,231.14,323.4090881
3/21/2004,174,253.7829,533.4,332.74,223.52,319.4545593
3/22/2004,175,249.02802,533.4,332.74,215.9,315.6363525
3/23/2004,176,243.64673,525.78,327.66,205.74,307.5454407
3/24/2004,177,237.49847,518.16,320.04,195.58,299.1363525
3/25/2004,178,234.41435,515.62,320.04,190.5,294
3/26/2004,179,232.10284,515.62,322.58,182.88,290.1363525
3/27/2004,180,233.36502,520.7,330.2,182.88,293.5454407
3/28/2004,181,237.12921,538.48,335.28,185.42,304.7272644
3/29/2004,182,236.84511,538.48,335.28,185.42,304.9545593
3/30/2004,183,235.68495,538.48,335.28,180.34,304.0454407
3/31/2004,184,232.12245,541.02,332.74,172.72,291.8636475
4/1/2004,185,224.95125,541.02,322.58,157.48,273.2727356
4/2/2004,186,218.47675,538.48,317.5,147.32,258.4545593
4/3/2004,187,214.48543,535.94,312.42,139.7,249.6363678
4/4/2004,188,209.99432,530.86,307.34,124.46,238.1818237
4/5/2004,189,204.32735,525.78,302.26,106.68,222.8636322
4/6/2004,190,199.09537,513.08,292.1,93.98,210.6666718
4/7/2004,191,194.91571,508,281.94,78.74,210.2105255
4/8/2004,192,192.5236,500.38,269.24,55.88,201.9444427
4/9/2004,193,190.16394,492.76,264.16,40.64,194.1111145
4/10/2004,194,214.56694,510.54,271.78,58.42,172.7272797
4/11/2004,195,222.18028,510.54,271.78,55.88,173.3636322
4/12/2004,196,221.18945,513.08,269.24,45.72,172.7272797
4/13/2004,197,218.29143,513.08,264.16,30.48,182.1000061
4/14/2004,198,212.80037,513.08,246.38,17.78,179.6111145
4/15/2004,199,205.45181,513.08,238.76,5.08,169.8888855
4/16/2004,200,203.07103,508,233.68,0,166.4444427
4/17/2004,201,204.15634,515.62,233.68,2.54,166.777771
4/18/2004,202,203.33481,513.08,223.52,2.54,156.6666718
4/19/2004,203,201.36559,523.24,223.52,0,131.3500061
4/20/2004,204,203.9271,528.32,223.52,0,122.3181839
4/21/2004,205,215.54807,546.1,231.14,5.08,137.1818237
4/22/2004,206,230.77554,548.64,233.68,2.54,132.1363678
4/23/2004,207,232.72989,551.18,233.68,0,131.5909119
4/24/2004,208,229.56325,551.18,231.14,0,139.8999939
4/25/2004,209,226.52277,548.64,223.52,0,149.8888855
4/26/2004,210,222.20444,548.64,205.74,0,162.6470642
4/27/2004,211,213.51422,546.1,180.34,0,160.6666718
4/28/2004,212,202.21733,525.78,152.4,0,147
4/29/2004,213,200.1392,518.16,154.94,0,138
4/30/2004,214,211.62614,525.78,157.48,0,91.90908813
5/1/2004,215,208.85045,525.78,154.94,0,114.7058792
5/2/2004,216,203.98035,520.7,132.08,0,136.2857208
5/3/2004,217,194.13914,505.46,101.6,0,107.9285736
5/4/2004,218,180.67212,485.14,73.66,0,94.58333588
5/5/2004,219,161.50856,459.74,40.64,0,76.90908813
5/6/2004,220,139.58844,431.8,22.86,0,61.55555725
5/7/2004,221,121.23108,406.4,0,0,43.7142868
5/8/2004,222,109.3987,386.08,0,0,52
5/9/2004,223,95.749016,365.76,0,0,27.66666603
5/10/2004,224,86.9519,345.44,0,0,17
5/11/2004,225,73.550224,325.12,0,0,7
5/12/2004,226,71.635056,325.12,0,0,7
5/13/2004,227,71.583626,330.2,2.54,0,2.631578922
5/14/2004,228,73.617065,332.74,7.62,0,5.736842155
5/15/2004,229,73.873695,335.28,7.62,0,6.461538315
5/16/2004,230,70.539986,335.28,10.16,0,10
5/17/2004,231,65.78095,327.66,10.16,0,1
5/18/2004,232,60.732983,314.96,0,0,0
5/19/2004,233,56.01337,304.8,0,0,0
5/20/2004,234,49.755108,279.4,0,0,0
5/21/2004,235,43.496365,264.16,0,0,0
5/22/2004,236,40.402878,266.7,0,0,0
5/23/2004,237,46.35109,287.02,7.62,0,5.181818008
5/24/2004,238,57.803337,297.18,5.08,0,7.272727489
5/25/2004,239,55.799923,297.18,0,0,6.444444656
5/26/2004,240,54.20205,297.18,0,0,9.75
5/27/2004,241,53.57139,299.72,0,5.08,10.39999962
5/28/2004,242,49.063572,292.1,0,5.08,5.5
5/29/2004,243,50.60803,299.72,0,5.08,12.33333302
5/30/2004,244,50.878746,294.64,0,0,4.714285851
5/31/2004,245,50.612293,297.18,0,0,7
6/1/2004,246,46.638393,287.02,0,0,11
6/2/2004,247,41.73279,256.54,0,0,0
6/3/2004,248,33.699184,226.06,0,0,0
6/4/2004,249,20.32024,182.88,0,0,0
6/5/2004,250,10.463759,132.08,0,0,0
6/6/2004,251,5.468097,88.9,0,0,0
6/7/2004,252,2.9582155,43.18,0,0,0
6/8/2004,253,1.7782251,12.7,0,0,0
6/9/2004,254,0.76596117,0,0,0,0
6/10/2004,255,0.39177254,0,0,0,0
6/11/2004,256,3.5560536,33.02,12.7,0,11.23076916
6/12/2004,257,3.5032778,30.48,0,0,8
6/13/2004,258,3.2702937,17.78,0,0,6.666666508
6/14/2004,259,2.8262696,0,0,0,0
6/15/2004,260,2.0637836,0,0,0,0
6/16/2004,261,1.4609783,0,0,0,0
6/17/2004,262,1.0901477,0,0,0,0
6/18/2004,263,0.9040203,0,0,0,0
6/19/2004,264,0.77892137,0,0,0,0
6/20/2004,265,0.5906585,0,0,0,0
6/21/2004,266,0.47825196,0,0,0,0
6/22/2004,267,0.3497777,0,0,0,0
6/23/2004,268,0.25610197,0,0,0,0
6/24/2004,269,0.14212394,0,0,0,0
6/25/2004,270,0.073637895,0,0,0,0
6/26/2004,271,0.040132504,0,0,0,0
6/27/2004,272,0.021292092,0,0,0,0
6/28/2004,273,0.014593413,0,0,0,0
6/29/2004,274,0.009039985,0,0,0,0
6/30/2004,275,0.00586478,0,0,0,0
7/1/2004,276,0.004145274,0,0,0,0
7/2/2004,277,0.00240302,0,0,0,0
7/3/2004,278,0.001217317,0,0,0,0
7/4/2004,279,0.000769603,0,0,0,0
7/5/2004,280,0.000507824,0,0,0,0
7/6/2004,281,0.000338958,0,0,0,0
7/7/2004,282,0.000211796,0,0,0,0
7/8/2004,283,0.000105636,0,0,0,0
7/9/2004,284,4.77E-05,0,0,0,0
7/10/2004,285,2.64E-05,0,0,0,0
7/11/2004,286,1.16E-05,0,0,0,0
7/12/2004,287,4.23E-06,0,0,0,0
7/13/2004,288,1.47E-06,0,0,0,0
7/14/2004,289,3.85E-07,0,0,0,0
7/15/2004,290,1.18E-07,0,0,0,0
7/16/2004,291,4.45E-08,0,0,0,0
7/17/2004,292,1.43E-08,0,0,0,0
7/18/2004,293,3.79E-09,0,0,0,0
7/19/2004,294,1.55E-09,0,0,0,0
7/20/2004,295,6.61E-10,0,0,0,0
7/21/2004,296,2.37E-10,0,0,0,0
7/22/2004,297,8.62E-11,0,0,0,0
7/23/2004,298,3.81E-11,0,0,0,0
7/24/2004,299,1.76E-11,0,0,0,0
7/25/2004,300,9.38E-12,0,0,0,0
7/26/2004,301,4.43E-12,0,0,0,0
7/27/2004,302,1.76E-12,0,0,0,0
7/28/2004,303,9.52E-13,0,0,0,0
7/29/2004,304,4.70E-13,0,0,0,0
7/30/2004,305,2.49E-13,0,0,0,0
7/31/2004,306,1.12E-13,0,0,0,0
8/1/2004,307,4.21E-14,0,0,0,0
8/2/2004,308,2.06E-14,0,0,0,0
8/3/2004,309,8.51E-15,0,0,0,0
8/4/2004,310,3.84E-15,0,0,0,0
8/5/2004,311,1.80E-15,0,0,0,0
8/6/2004,312,7.24E-16,0,0,0,0
8/7/2004,313,2.84E-16,0,0,0,0
8/8/2004,314,1.43E-16,0,0,0,0
8/9/2004,315,7.89E-17,0,0,0,0
8/10/2004,316,4.24E-17,0,0,0,0
8/11/2004,317,2.06E-17,0,0,0,0
8/12/2004,318,1.04E-17,0,0,0,0
8/13/2004,319,4.29E-18,0,0,0,0
8/14/2004,320,2.06E-18,0,0,0,0
8/15/2004,321,9.57E-19,0,0,0,0
8/16/2004,322,4.40E-19,0,0,0,0
8/17/2004,323,2.21E-19,0,0,0,0
8/18/2004,324,1.51E-19,0,0,0,0
8/19/2004,325,4.58E-07,0,0,0,0
8/20/2004,326,4.79E-07,0,0,0,0
8/21/2004,327,3.84E-07,0,0,0,0
8/22/2004,328,3.08E-07,0,0,0,0
8/23/2004,329,6.03E-07,0,0,0,0
8/24/2004,330,0.000228313,0,0,0,0
8/25/2004,331,0.000848489,0,0,0,0
8/26/2004,332,0.000817594,0,0,0,0
8/27/2004,333,0.004562658,0,0,0,0
8/28/2004,334,0.004298546,0,0,0,0
8/29/2004,335,0.00393376,0,0,0,0
8/30/2004,336,0.003367135,0,0,0,0
8/31/2004,337,0.002625635,0,0,0,0
9/1/2004,338,0.001726572,0,0,0,0
9/2/2004,339,0.00112543,0,0,0,0
9/3/2004,340,0.000874495,0,0,0,0
9/4/2004,341,0.007913894,0,0,0,0
9/5/2004,342,0.013796957,0,0,0,0
9/6/2004,343,0.012941862,0,0,0,0
9/7/2004,344,0.01189509,0,0,0,0
9/8/2004,345,0.010465475,0,0,0,0
9/9/2004,346,0.009146145,0,0,0,0
9/10/2004,347,0.007352868,0,0,0,0
9/11/2004,348,0.006075238,0,0,0,0
9/12/2004,349,0.004845103,0,0,0,0
9/13/2004,350,0.004200384,0,0,0,0
9/14/2004,351,0.003834748,0,0,0,0
9/15/2004,352,0.028398523,0,0,0,0
9/16/2004,353,0.19255812,0,0,0,0
9/17/2004,354,0.18246618,0,0,0,0
9/18/2004,355,0.16437183,0,0,0,0
9/19/2004,356,0.12076339,0,0,0,0
9/20/2004,357,0.11027149,0,0,0,0
9/21/2004,358,4.702226,7.62,10.16,0,5.272727489
9/22/2004,359,4.6889334,7.62,7.62,0,4.150000095
9/23/2004,360,4.6838436,10.16,7.62,0,4.454545498
9/24/2004,361,4.693089,7.62,2.54,0,2.181818247
9/25/2004,362,4.5348163,2.54,0,0,0
9/26/2004,363,4.2243357,2.54,0,0,0
9/27/2004,364,3.8325675,0,0,0,0
9/28/2004,365,3.599323,0,0,0,0
9/29/2004,366,3.3854496,0,0,0,0
9/30/2004,367,3.2657647,0,0,0,0
10/1/2004,368,3.2430413,0,0,0,0
10/2/2004,369,3.1831033,0,0,0,0
10/3/2004,370,3.1016016,0,0,0,0
10/4/2004,371,3.0084817,0,0,0,0
10/5/2004,372,2.8922513,0,0,0,0
10/6/2004,373,2.7951677,0,0,0,0
10/7/2004,374,2.7022843,0,0,0,0
10/8/2004,375,2.6573815,0,0,0,0
10/9/2004,376,2.5673032,0,0,0,0
10/10/2004,377,2.4765844,0,0,0,0
10/11/2004,378,2.408703,0,0,0,0
10/12/2004,379,2.3396661,0,0,0,0
10/13/2004,380,2.2888548,0,0,0,0
10/14/2004,381,2.247269,0,0,0,0
10/15/2004,382,2.1980777,0,0,0,0
10/16/2004,383,2.1518276,0,0,0,0
10/17/2004,384,2.1074603,0,0,0,0
10/18/2004,385,2.1106663,10.16,10.16,5.08,0
10/19/2004,386,12.993883,33.02,22.86,12.7,13.22727299
10/20/2004,387,23.228863,50.8,40.64,25.4,29.31818199
10/21/2004,388,40.746193,86.36,71.12,35.56,48.90909195
10/22/2004,389,49.81278,86.36,66.04,33.02,47.72727203
10/23/2004,390,49.877636,86.36,66.04,27.94,45.86363602
10/24/2004,391,54.568226,99.06,73.66,33.02,54.13636398
10/25/2004,392,54.593613,93.98,68.58,27.94,50.13636398
10/26/2004,393,57.685783,101.6,76.2,35.56,55.72727203
10/27/2004,394,62.698765,109.22,83.82,38.1,61.68181992
10/28/2004,395,62.624252,111.76,86.36,38.1,61.81818008
10/29/2004,396,68.34376,127,93.98,40.64,69.27272797
10/30/2004,397,74.39736,137.16,99.06,43.18,74.63636017
10/31/2004,398,77.670364,144.78,106.68,45.72,80.09091187
11/1/2004,399,90.09875,149.86,111.76,45.72,82.45454407
11/2/2004,400,90.077644,149.86,109.22,45.72,80.59091187
11/3/2004,401,90.062805,152.4,111.76,45.72,82.54545593
11/4/2004,402,90.0158,152.4,114.3,45.72,83.5
11/5/2004,403,89.87787,152.4,111.76,43.18,80.63636017
11/6/2004,404,89.77892,152.4,111.76,43.18,80.13636017
11/7/2004,405,89.68319,152.4,109.22,43.18,78.04545593
11/8/2004,406,89.56725,152.4,109.22,45.72,76.45454407
11/9/2004,407,89.4312,152.4,109.22,45.72,76.6818161
11/10/2004,408,89.26572,152.4,109.22,45.72,75.45454407
11/11/2004,409,88.96005,152.4,106.68,45.72,74.1818161
11/12/2004,410,90.7683,157.48,109.22,45.72,75.72727203
11/13/2004,411,100.24023,162.56,109.22,48.26,77.8181839
11/14/2004,412,100.65584,162.56,106.68,45.72,75.86363983
11/15/2004,413,100.75534,162.56,104.14,43.18,73.86363983
11/16/2004,414,101.323135,162.56,104.14,40.64,72.86363983
11/17/2004,415,101.470535,162.56,104.14,40.64,72.77272797
11/18/2004,416,101.332726,162.56,104.14,40.64,72.8181839
11/19/2004,417,101.272224,162.56,101.6,43.18,72.54545593
11/20/2004,418,101.21342,162.56,99.06,40.64,69.95454407
11/21/2004,419,101.20353,162.56,99.06,40.64,70.09091187
11/22/2004,420,102.344894,165.1,99.06,40.64,71.3181839
11/23/2004,421,102.88302,165.1,104.14,40.64,72.86363983
11/24/2004,422,103.02126,165.1,104.14,43.18,73.59091187
11/25/2004,423,103.00435,167.64,109.22,48.26,78.40908813
11/26/2004,424,104.79271,172.72,111.76,53.34,83.22727203
11/27/2004,425,108.87725,172.72,111.76,53.34,84.22727203
11/28/2004,426,117.51994,180.34,116.84,58.42,88.86363983
11/29/2004,427,132.29991,182.88,116.84,58.42,89.13636017
11/30/2004,428,132.51456,182.88,116.84,60.96,89.45454407
12/1/2004,429,132.51155,182.88,119.38,63.5,91.86363983
12/2/2004,430,132.50655,182.88,119.38,63.5,91.6818161
12/3/2004,431,133.28586,185.42,119.38,63.5,92.27272797
12/4/2004,432,133.33682,185.42,119.38,63.5,92.09091187
12/5/2004,433,133.32095,185.42,119.38,63.5,92.1818161
12/6/2004,434,133.30685,185.42,119.38,63.5,92
12/7/2004,435,133.43275,187.96,121.92,68.58,95.36363983
12/8/2004,436,143.08037,205.74,137.16,76.2,107.9545441
12/9/2004,437,162.19852,236.22,162.56,96.52,133.2727203
12/10/2004,438,170.71442,254,172.72,111.76,146.5454559
12/11/2004,439,171.53937,261.62,172.72,114.3,147.1363678
12/12/2004,440,171.28972,261.62,172.72,114.3,146.5
12/13/2004,441,171.11392,261.62,172.72,114.3,146.8636322
12/14/2004,442,171.00856,261.62,170.18,114.3,145.8181763
12/15/2004,443,170.96402,261.62,170.18,114.3,145.5909119
12/16/2004,444,170.84937,261.62,170.18,111.76,144.9545441
12/17/2004,445,170.80629,261.62,170.18,111.76,144.6363678
12/18/2004,446,170.77795,261.62,170.18,111.76,145.0454559
12/19/2004,447,170.73985,261.62,170.18,111.76,145
12/20/2004,448,170.69896,261.62,170.18,111.76,144.8181763
12/21/2004,449,170.64581,261.62,170.18,111.76,144.5909119
12/22/2004,450,170.62755,261.62,170.18,111.76,144.4545441
12/23/2004,451,171.17395,261.62,170.18,114.3,144.2727203
12/24/2004,452,171.17079,261.62,170.18,114.3,144.2727203
12/25/2004,453,171.16605,266.7,172.72,116.84,146.1818237
12/26/2004,454,171.39972,266.7,172.72,116.84,146.6363678
12/27/2004,455,171.50766,266.7,172.72,116.84,147.2272797
12/28/2004,456,171.69633,266.7,175.26,121.92,149.7727203
12/29/2004,457,173.53365,269.24,177.8,121.92,153.3181763
12/30/2004,458,179.65013,284.48,185.42,129.54,161.8636322
12/31/2004,459,187.17676,317.5,203.2,137.16,181.5454559
1/1/2005,460,200.99055,330.2,208.28,142.24,190.9545441
1/2/2005,461,208.18605,337.82,210.82,147.32,194.6363678
1/3/2005,462,210.78226,340.36,213.36,147.32,196.4090881
1/4/2005,463,215.84898,345.44,215.9,149.86,197.7727203
1/5/2005,464,224.26382,355.6,215.9,152.4,200.0909119
1/6/2005,465,225.93529,355.6,215.9,152.4,200.9090881
1/7/2005,466,226.04688,358.14,218.44,154.94,202.7727203
1/8/2005,467,229.56621,363.22,220.98,157.48,207.2727203
1/9/2005,468,273.27863,398.78,241.3,165.1,228.9090881
1/10/2005,469,316.31366,429.26,261.62,185.42,249.5909119
1/11/2005,470,354.1715,444.5,274.32,195.58,258.7272644
1/12/2005,471,381.91776,457.2,287.02,203.2,267.4090881
1/13/2005,472,386.2128,459.74,287.02,203.2,268.2272644
1/14/2005,473,386.1456,462.28,287.02,200.66,268.3181763
1/15/2005,474,386.09164,462.28,287.02,200.66,268.1818237
1/16/2005,475,386.05603,462.28,287.02,200.66,268.0454407
1/17/2005,476,390.008,467.36,292.1,200.66,273.3181763
1/18/2005,477,390.27777,467.36,292.1,200.66,273.3636475
1/19/2005,478,390.12836,472.44,292.1,200.66,272.9545593
1/20/2005,479,389.51678,472.44,292.1,200.66,272.9090881
1/21/2005,480,388.82907,472.44,292.1,200.66,270.4545593
1/22/2005,481,388.3563,472.44,292.1,200.66,270.4090881
1/23/2005,482,388.08026,472.44,292.1,200.66,271.0454407
1/24/2005,483,387.8046,472.44,292.1,203.2,271.7727356
1/25/2005,484,387.46982,472.44,292.1,203.2,271.0909119
1/26/2005,485,387.23752,472.44,292.1,203.2,271.0454407
1/27/2005,486,387.06458,472.44,292.1,203.2,270.3181763
1/28/2005,487,387.36163,474.98,294.64,205.74,273.2727356
1/29/2005,488,389.6168,474.98,294.64,205.74,273.5909119
